ID;name;count;lat;lon
32229;Park Run & Onyx Dr;90;38.92755;-77.22664
31099;Madison St & N Henry St;89;38.81349;-77.04947
31526;Rhode Island & Montana Ave NE;89;38.92429;-76.98592
31092;Langston Blvd & N Monroe St;88;38.89646;-77.10456
31963;Holmes Run Pkwy & N Pickett St;86;38.81431;-77.11893
32066;Windham Ln & Amherst Ave;86;39.03203;-77.04734
32215;Wiehle Ave & Reston Station Blvd;86;38.94661;-77.33940
31054;Wakefield High School;85;38.84713;-77.11254
31063;S George Mason & Four Mile Run Dr;79;38.85225;-77.10503
31930;Eisenhower Ave & Ike Dr;79;38.80274;-77.08246
32426;Greenbelt Station Parkway;79;39.00246;-76.91625
31028;N Veitch St & Key Blvd;78;38.89324;-77.08606
32214;Reston Town Center Transit Station;78;38.95704;-77.35972
32235;Merrifield Cinema & Merrifield Town Center;78;38.87009;-77.22995
31061;Kenmore St & 24th St S;77;38.84846;-77.08491
31413;3rd & Underwood St NW;77;38.96884;-77.01626
32416;Chillum Rd & Riggs Rd / Riggs Plaza;75;38.96174;-76.99591
31094;Langston Blvd & N Kirkwood St;74;38.89537;-77.09715
31018;Rhodes St & 16th St N;73;38.89218;-77.07938
31966;Duke St & Jordan St;73;38.81219;-77.10993
32602;N Oak St & W Broad St;72;38.88835;-77.17985
31953;S Pickett St & Shillings St;71;38.80448;-77.13231
31812;16th & Q St SE / Anacostia HS;70;38.87069;-76.98236
32019;East West Hwy & Blair Mill Rd;70;38.99027;-77.02939
32056;East West Hwy & 16th St;70;38.99567;-77.03872
32078;Woodglen Dr & Executive Blvd;70;39.04317;-77.11349
31945;Columbia Pike & S Greenbrier St;69;38.85403;-77.11813
32219;Reston YMCA;69;38.95531;-77.36842
32410;Queens Chapel & Hamilton St;69;38.95460;-76.95952
32603;Pennsylvania Ave & Park Ave;68;38.88739;-77.17698
31817;1st & S Capitol St SE / Oxon Run Trail;67;38.82447;-77.00548
32011;Maple & Ritchie Ave;67;38.98363;-77.00631
32028;Norfolk & Rugby Ave;67;38.99064;-77.10024
32092;Castle Blvd & Castle Ln;67;39.08531;-76.94055
32213;Sunset Hills & Old Reston Ave;67;38.95508;-77.35165
32415;Tanger Outlets;66;38.79681;-77.00261
32607;S Maple Ave & S Washington St;66;38.87974;-77.17840
31703;Minnesota Ave Metro/DOES;65;38.89705;-76.94745
31711;Deanwood Rec Center;65;38.90844;-76.93310
32408;Oglethorpe St & 42nd Ave;64;38.95936;-76.94630
31973;N Pershing Dr & Quebec St;63;38.87425;-77.10480
32082;Garland Ave & Walden Rd;63;39.00047;-77.00078
31826;Minnesota Ave & R St SE;61;38.86934;-76.97852
32224;Town Center Pkwy & Sunset Hills Rd;61;38.95518;-77.36309
32606;N Roosevelt St & Roosevelt Blvd;61;38.87809;-77.15395
32231;Dunn Loring Metro;59;38.88276;-77.22828
31811;South Capitol & Atlantic St SW;58;38.83152;-77.00814
32058;Sligo Ave & Carroll Ln;58;38.99087;-77.01630
31710;Nannie Helen Burroughs Ave & 49th St NE;57;38.89853;-76.93186
31803;Good Hope Rd & 14th St SE;57;38.86661;-76.98523
31804;Anacostia Library;57;38.86578;-76.97840
31912;Mount Vernon Ave & Bruce St;57;38.84129;-77.06309
31972;S Wakefield St & 28th Rd S;57;38.84404;-77.09809
31078;Arlington Blvd & S George Mason Dr;55;38.86944;-77.10450
31958;S Washington St & Wilkes St;55;38.80070;-77.04804
32043;Veterans Pl & Pershing Dr ;55;38.99745;-77.02391
32086;Briggs Chaney & Castle Dr;55;39.08164;-76.94550
32230;McLean Metro;55;38.92400;-77.20812
32010;Philadelphia & Maple Ave;54;38.98128;-77.01133
32419;Capitol Heights Metro;54;38.88852;-76.91315
31807;Pleasant St & MLK Ave SE;51;38.86390;-76.99002
32034;Silver Spring Transit Center - Top Level;51;38.99403;-77.03039
32045;Shady Grove Metro West;51;39.11978;-77.16607
32077;Rockville Pike & Old Georgetown Rd;51;39.04976;-77.11368
32609;W Columbia St & N Washington St;51;38.88562;-77.16691
31906;Commonwealth Ave & Oak St;50;38.81269;-77.06172
32006;13th St & Eastern Ave;50;38.98700;-77.02941
32075;White Flint Metro;50;39.04752;-77.11286
31072;31st St & S Woodrow St;49;38.83785;-77.09348
31946;Kenmore Ave & Seminary Rd;49;38.82891;-77.11058
31954;S Jordan St & Venable St;48;38.81138;-77.10996
32003;Montgomery Ave & Waverly St ;48;38.98384;-77.09221
32605;W Broad St & Little Falls St;48;38.88359;-77.17344
32004;Fallsgrove Blvd & Fallsgrove Dr;47;39.09631;-77.19267
32404;Perry & 35th St;47;38.93621;-76.96006
32411;Northwestern High School;47;38.97551;-76.95219
32600;Meridian High School / Haycock Rd & Leesburg Pike;47;38.89642;-77.19269
31095;Army Navy Dr & S Nash St;46;38.86217;-77.06813
31714;61st St & Banks Pl NE;46;38.89181;-76.91357
32063;Amherst Ave & Elkins St;46;39.04489;-77.04779
32062;Wheaton Metro / Georgia Ave & Reedie Dr;45;39.03841;-77.05102
32232;West Falls Church Metro;45;38.90011;-77.18870
32016;Fallsgrove Dr & W Montgomery Ave;44;39.09940;-77.18798
32022;Dennis Ave & Amherst Ave;44;39.02539;-77.04456
31705;Benning Branch Library;43;38.89399;-76.94797
32035;Georgia Ave & Spring St;43;38.99939;-77.03156
32081;Congressional Ln & E Jefferson St;43;39.06219;-77.12924
32601;Eden Center;43;38.87380;-77.15286
32076;Citadel Ave & McGrath Blvd;42;39.04898;-77.10933
31901;Washington Blvd & N Frederick St;41;38.88483;-77.12768
31941;N Hampton Dr & Ford Ave;41;38.83730;-77.10611
32057;Pooks Hill Rd & Linden Ave;41;39.01473;-77.10718
32084;Wheaton Library & Community Rec Center;41;39.04730;-77.05109
32223;North Shore Dr & Village Rd;41;38.97041;-77.34079
31717;Kenilworth Terrace & Hayes St. NE;40;38.90045;-76.94729
31805;Pennsylvania & Minnesota Ave SE;40;38.87306;-76.97102
32417;Hyattsville Library / Adelphi Rd & Toledo Rd;39;38.96978;-76.94929
32604;E Fairfax St & S Washington St;39;38.88060;-77.17190
32608;Falls Church City Hall / Park Ave & Little Falls St;39;38.88542;-77.17357
31806;Congress Heights Metro;38;38.84471;-76.98782
32007;E Montgomery Ave & Maryland Ave;38;39.08413;-77.15128
32037;King Farm Blvd & Pleasant Dr;38;39.11468;-77.17150
32051;Connecticut Ave & Chevy Chase Lake Dr;38;38.99411;-77.07697
32054;Lyttonsville Rd & Lyttonsville Pl;38;38.99967;-77.05117
32074;Twinbrook Metro;38;39.06204;-77.12077
32252;Ridge Heights and Owl Cove Ln;38;38.93392;-77.33165
31816;4th St & Mississippi Ave SE;37;38.83601;-77.00089
31921;Westover Library / Washington Blvd & N McKinley Rd;37;38.88604;-77.14231
31962;King St & W Braddock Rd;37;38.82768;-77.08899
32218;Temporary Rd & Old Reston Ave;37;38.96008;-77.35342
32412;New Hampshire Ave & East-West Hwy;37;38.97422;-76.99521
31702;Randle Circle & Minnesota Ave SE;36;38.87801;-76.96071
31967;S Reynolds St & Edsall Rd;36;38.80960;-77.12892
32205;Westpark & Jones Branch Dr;34;38.92442;-77.21765
32255;Hartland Rd & Harte Pl;34;38.87861;-77.22281
32409;Southern Ave Metro;34;38.84011;-76.97530
31704;Nannie Helen Burroughs & Minnesota Ave NE;33;38.90138;-76.94188
31814;Mississippi Ave & 19th St SE / THEARC;33;38.84376;-76.97557
31927;Wheeler Ave & S. Floyd St.;33;38.80816;-77.10078
32207;Westpark & Park Run Dr;33;38.92891;-77.22533
32234;Merrilee Dr & Lauren Elizabeth Lane;33;38.87921;-77.23071
32253;Soapstone Dr Convenience Center;32;38.93051;-77.34587
31800;Alabama & MLK Ave SE;31;38.84323;-76.99939
31914;Lee Center;31;38.79756;-77.05377
31951;8th Rd & S Frederick St;31;38.85705;-77.11634
32071;Corporate Blvd & Omega Dr;31;39.10698;-77.19262
32088;Briggs Chaney Park & Ride;31;39.07787;-76.94187
32216;Library St & Freedom Dr;31;38.95963;-77.35874
32413;Rhode Island Ave & 39th St / Brentwood Arts Exchange;31;38.93927;-76.95504
31671;53rd & D St SE/C.W. Harris Elementary;30;38.88334;-76.92530
31701;Branch & Pennsylvania Ave SE;30;38.86920;-76.95981
32203;Tysons One Pl & Chain Bridge Rd;30;38.91948;-77.22118
32212;New Dominion Pkwy & Fountain Dr;30;38.96057;-77.35632
32250;South Gate Community Center;30;38.94150;-77.36650
32424;Roosevelt Center & Crescent Rd;29;39.00031;-76.87801
31700;Good Hope & Naylor Rd SE;28;38.86165;-76.96918
31908;Radford St & Osage St;28;38.82845;-77.08603
32200;Spring Hill Metro;28;38.92927;-77.24069
32217;Sunset Hills Rd & Discovery Square;28;38.95534;-77.35761
32401;Largo Town Center Metro;28;38.89981;-76.84460
32093;White Oak Transit Center;27;39.04104;-76.98713
32405;Largo Rd & Campus Way / Prince Georges's Comm Col;27;38.88994;-76.82554
32414;Riggs Rd & East West Hwy;27;38.97251;-76.98065
32425;Crescent Rd & Ridge Rd;27;39.00618;-76.89125
31706;Fairfax Village;26;38.86559;-76.95211
31822;Stanton Square SE;26;38.85501;-76.98448
32005;Traville Gateway Dr & Gudelsky Dr;26;39.09378;-77.20250
32052;Key West Ave & Siesta Key Way;25;39.10530;-77.19477
32079;Executive Blvd & E Jefferson St;25;39.04873;-77.12569
31329;White House;24;38.89554;-77.03792
31813;Alabama Ave & Stanton Rd SE / Shops at Park Village;24;38.84627;-76.98185
32061;New Hampshire & Kirklynn Ave;24;38.98810;-76.98842
32067;Shady Grove Metro East;24;39.12129;-77.16498
32227;Greensboro & Pinnacle Dr;24;38.92245;-77.23034
32236;Vy Reston Heights;24;38.94901;-77.35530
31818;Livingston Rd & 3rd St SE;23;38.82373;-77.00222
32238;Ridge Heights Rd & Seahawks Dr;23;38.93606;-77.33778
31932;Van Dorn Metro;22;38.80011;-77.12996
32090;Stewart & April;22;39.04488;-76.98107
32237;Baron Cameron Ave & North Hampton Ave;22;38.96634;-77.35934
32038;King Farm Blvd & Piccard Dr;21;39.11032;-77.18268
32201;Westpark Dr & Leesburg Pike;21;38.92403;-77.23596
32407;Oxon Hill Park & Ride;20;38.79875;-77.00103
31974;Fairfax Dr & N Taylor St;19;38.88242;-77.11275
32068;Columbus Ave & Tribeca St;19;39.12583;-77.16707
32087;White Oak Rec Center;19;39.04614;-76.97572
32245;Links Dr & Wedge Dr;19;38.95902;-77.33929
32248;Olde Crafts Dr and Cartwright Pl;19;38.93881;-77.35405
31715;37th & Ely Pl SE;18;38.88300;-76.94974
32047;Rockville Metro West;18;39.08441;-77.14691
32080;Fishers Ln & Rock Creek Mill Rd;18;39.06290;-77.11345
32089;New Hampshire & Lockwood;18;39.03911;-76.99182
32222;Towers Crescent Dr & Tysons One Pl;18;38.91521;-77.22020
32233;Jones Branch Drive & Scotts Crossing Rd;18;38.92838;-77.21569
31824;Valley Ave & Wheeler Rd SE;17;38.83665;-76.99359
32032;Fleet St & Ritchie Pkwy;16;39.07634;-77.14138
32044;Rockville Metro East;16;39.08539;-77.14581
32094;Oak Leaf & Lockwood;16;39.03808;-76.99454
32246;Golf Course Sq and Golf Course Dr;16;38.94401;-77.35355
31961;Fillmore & Bisdorf;15;38.83860;-77.11618
32059;Takoma Park Rec Center;15;38.98264;-76.98832
32069;Columbus Ave & Gramercy Blvd;15;39.12333;-77.16486
32073;Blueridge Ave & Elkin St;15;39.04315;-77.05005
32206;Jones Branch & Westbranch Dr;15;38.93191;-77.21926
32208;Tysons West Transit Center;15;38.93263;-77.23183
31825;Fort Stanton Rec Center;14;38.85733;-76.97772
31942;Whiting & Lane Dr;14;38.80972;-77.13580
31964;Virginia Theological Seminary;14;38.82015;-77.09388
32085;The Shoppes @ Burnt Mills;14;39.03137;-77.00413
32256;North Village and Park Garden;14;38.98320;-77.34182
31713;Division Ave & Foote St NE;13;38.89742;-76.92590
32033;Piccard & W Gude Dr;13;39.10221;-77.17709
32050;Spring St & 2nd Ave;13;38.99765;-77.03451
32065;Grandview & Blueridge Ave;13;39.04327;-77.05308
32091;Stewart Ln & Old Columbia Pike;13;39.04565;-76.98543
32064;Amherst Ave & Prichard Rd;12;39.03595;-77.04840
32241;Reston Pkwy & Bennington Woods Rd;12;38.97363;-77.35184
31943;N Howard St & Taney Ave;11;38.81583;-77.11005
32017;Monroe St & Monroe Pl;11;39.08367;-77.14911
32244;Vantage Hill Rd & Wainwright Dr;11;38.96670;-77.34849
32072;Key West Ave & Diamondback Dr;10;39.10615;-77.20236
32251;Lake Newport Rd and Autumn Ridge Cir;10;38.97850;-77.35345
32023;Montgomery College / W Campus Dr & Mannakee St;9;39.09566;-77.15904
32070;Key West Ave & Great Seneca Hwy;9;39.10564;-77.20386
32210;Town Center Pkwy & Bowman Towne Dr;9;38.96252;-77.36190
32247;South Lakes Dr and Reston Pkwy;9;38.94335;-77.36230
32400;1301 McCormick Dr / Wayne K. Curry Admin Bldg;9;38.90839;-76.84326
32901;6035 Warehouse;9;38.92760;-76.98318
31718;Ridge Rd Community Center;8;38.87609;-76.94072
31952;N Howard St & N Imboden St;8;38.81849;-77.10559
32018;Needwood Rd & Eagles Head Ct;8;39.12351;-77.15741
32209;North Shore & Cameron Crescent Dr/Crescent Apartments;8;38.97005;-77.33869
32211;Reston Regional Library;8;38.96209;-77.35881
32228;Campus Commons;8;38.94471;-77.33543
31815;19th & Savannah St SE;7;38.84623;-76.97703
31957;King St & Kenwood Ave;7;38.82479;-77.08507
32225;Reston Pkwy & Spectrum Dr;7;38.96422;-77.35428
32242;Inlet Ct & Wiehle Dr;7;38.96596;-77.33435
31823;United Medical Center;6;38.83574;-76.98314
32240;Ring Rd & North Shore Dr;6;38.97081;-77.32676
32221;Greensboro & International Dr;5;38.92304;-77.22746
32239;Becontree Ln & Goldenrain Ct;5;38.96685;-77.32927
32009;Frederick Ave & Horners Ln;4;39.09476;-77.14525
32243;Fairway Dr & Hook Rd;4;38.96331;-77.34255
32041;Medical Center Dr & Key West Ave;2;39.10309;-77.19644
32042;Shady Grove Hospital;2;39.09764;-77.19664
31819;Joliet St & MLK Ave SW/Bald Eagle Rec Ctr;1;38.81908;-77.01047
32249;Green Range Dr and Glade Dr;1;38.93715;-77.36787
